wmo,cycle,rrs700,wl_selected_nm,granule,dist_km,lat,lon,source_file
2903442,16,8.900091052055359e-05,699.0,ExpBricaud,3.8816532426904278,-40.120771408081055,-79.61774444580078,Argo_2903442_016_fits.npz
2903451,41,-0.00027799978852272034,699.0,ExpBricaud,5.800891916761942,-0.10754053667187691,148.26885223388672,Argo_2903451_041_fits.npz
2903451,56,-0.0001919977366924286,699.0,ExpBricaud,4.2934949718113185,0.10405267030000687,149.8834991455078,Argo_2903451_056_fits.npz
2903451,57,-0.00015799887478351593,699.0,ExpBricaud,14.25519175928433,0.41731370985507965,148.8010025024414,Argo_2903451_057_fits.npz
2903451,60,-0.0001719985157251358,699.0,ExpBricaud,4.5389521169463745,1.3317357897758484,146.20982360839844,Argo_2903451_060_fits.npz
2903451,75,-0.0002969987690448761,699.0,ExpBricaud,145.44568760243777,1.3161330223083496,142.53311157226562,Argo_2903451_075_fits.npz
2903459,36,-0.00012999959290027618,699.0,ExpBricaud,16.484434329670925,-9.726865768432617,-93.28551864624023,Argo_2903459_036_fits.npz
2903459,38,0.00016300007700920105,699.0,ExpBricaud,143.18355619625584,-10.40354299545288,-94.80018615722656,Argo_2903459_038_fits.npz
2903459,41,0.00016100145876407623,699.0,ExpBricaud,71.87944352131493,-9.216208457946777,-92.72974395751953,Argo_2903459_041_fits.npz
2903459,53,0.00022100098431110382,699.0,ExpBricaud,33.535609859352164,-9.657039165496826,-94.44682693481445,Argo_2903459_053_fits.npz
2903459,54,-1.600012183189392e-05,699.0,ExpBricaud,12.333981286576108,-9.779584407806396,-93.93252563476562,Argo_2903459_054_fits.npz
2903459,60,5.300156772136688e-05,699.0,ExpBricaud,5.350616038933859,-9.66285514831543,-93.01285171508789,Argo_2903459_060_fits.npz
